"Edad","Mx","qx","lx","dx","Lx","Tx","P_x1","e_0"
25,0.00297936035151502,0.00297492865926702,1e+05,297.492865926701,99851.2535670366,4657981.0312654,0.998512535670366,46.579810312654
26,0.00295970102138395,0.00295532757835786,99702.5071340733,294.653568964748,99555.1803495909,4558129.77769837,0.978563404853559,45.7173034933705
27,0.00294925220125903,0.00294490956075675,99407.8535651086,292.747138378195,99261.4799959194,4458574.59734878,0.978158765720826,44.8513315341687
28,0.00294949906523361,0.00294515569824414,99115.1064267304,291.90942047476,98969.151716493,4359313.11735286,0.977736947576263,43.9823279670837
29,0.00296203314211329,0.0029576528092913,98823.1970062556,292.2847062487,98677.0546531313,4260343.96563636,0.97729707661454,43.1107684703489
30,0.00298853821981408,0.00298407920244036,98530.9123000069,294.024046191925,98383.900276911,4161666.91098323,0.976838242299436,42.2371701817983
31,0.00302951730415237,0.0030249352572994,98236.888253815,297.160226846347,98088.3081403918,4063283.01070632,0.976359496715784,41.36208997386
32,0.00308442118037883,0.00307967167810255,97939.7280269686,301.622206565722,97788.9169236858,3965194.70256593,0.975859838489729,40.4860701826135
33,0.00315277779487381,0.00314781561328985,97638.1058204029,307.34675395351,97484.4324434262,3867405.78564224,0.975338180276392,39.6095945650155
34,0.00323419594099024,0.00322897437308474,97330.7590664494,314.278526738451,97173.6198030802,3769921.35319882,0.974793327143136,38.7330931080587
35,0.00332839369673472,0.00332286379727574,97016.480539711,322.372550924512,96855.2942642487,3672747.73339574,0.974223966311491,37.8569467060022
36,0.00343704119166235,0.00343114469883013,96694.1079887864,331.771476033833,96528.2222507695,3575892.43913149,0.973628655901532,36.9814926008334
37,0.00356435505511449,0.00355801404244531,96362.3365127526,342.858546475214,96190.907239515,3479364.21688072,0.97300583731366,36.1070968471199
38,0.00371537781206646,0.00370848859394733,96019.4779662774,356.087138834717,95841.43439686,3383173.3096412,0.972353883858198,35.234239774032
39,0.00389610306913897,0.00388852801616985,95663.3908274427,371.989775354317,95477.3959397655,3287331.87524434,0.971671142556092,34.3635307802754
40,0.00411371424956947,0.00410527029511379,95291.4010520884,391.196958118914,95095.8025730289,3191854.47930458,0.970955960772087,33.4957241058912
41,0.00437233662305628,0.00436279881054709,94900.2040939695,414.030497541846,94693.1888451985,3096758.67673155,0.970206723649335,32.6317388492143
42,0.00466949277803976,0.0046586160909436,94486.1735964276,440.174808688008,94266.0861920836,3002065.48788635,0.969421837885947,31.7725374371585
43,0.00500088415849841,0.00498841092591068,94045.9987877396,469.140087890942,93811.4287437941,2907799.40169427,0.968599590324576,30.9189060584824
44,0.00536030092281052,0.00534597291104632,93576.8586998487,500.2593517102,93326.7290239936,2813987.97295047,0.967737998470894,30.0714088082017
45,0.00573912031692475,0.00572269868876857,93076.5993481385,532.64933304463,92810.2746816161,2720661.24392648,0.966834709344497,29.2303464348786
46,0.00613293487172726,0.00611418591970766,92543.9500150938,565.830916136416,92261.0345570256,2627850.96924486,0.965886868536536,28.3957078643851
47,0.00655075440275642,0.00652936825882207,91978.1190989574,600.559011350889,91677.839593282,2535589.93468784,0.964891070446229,27.5673166566914
48,0.00700583484273139,0.00698137964634305,91377.5600876065,637.941438128105,91058.5893685425,2443912.09509456,0.963843585928823,26.745210670448
49,0.00751484031818979,0.0074867096045962,90739.6186494784,679.341174460446,90399.9480622482,2352853.50572601,0.962740644579109,25.929726625973
50,0.00809870910322171,0.00806604681981837,90060.277475018,726.430414719328,89697.0622676583,2262453.55766377,0.961578590489273,25.1215477133229
51,0.0087770190281216,0.00873866929478122,89333.8470602986,780.658946290513,88943.5175871534,2172756.49539611,0.960354075793591,24.3217612013232
52,0.0095548375708772,0.00950940715051793,88553.1881140081,842.088320252508,88132.1439538819,2083812.97780895,0.959064203570157,23.5317668645215
53,0.0104331036256231,0.0103789612365693,87711.0997937556,910.350104776255,87255.9247413675,1995680.83385507,0.957706308151248,22.7528880443607
54,0.0114100248974985,0.0113452998207861,86800.7496889793,984.780529890475,86308.3594240341,1908424.9091137,0.956277615507879,21.9862721917943
55,0.0124799095830559,0.0124025184287593,85815.9691590889,1064.33413897744,85283.8020896002,1822116.54968967,0.954775082314286,21.2328377520478
56,0.0136325009704346,0.013540207524327,84751.6350201114,1147.55472619833,84177.8576570123,1736832.74760007,0.953195199229092,20.4932063810677
57,0.0148535507186109,0.0147440499715856,83604.0802939131,1232.66273768191,82987.7489250721,1652654.88994306,0.951533699618845,19.7676343562789
58,0.0161228133042468,0.0159938801325529,82371.4175562312,1317.43857874283,81712.6982668598,1569667.14101799,0.949785191433445,19.0559685335808
59,0.0174129482547839,0.0172626514267666,81053.9789774884,1399.20658584085,80354.3756845679,1487954.44275113,0.94794265858565,18.3575743167943
60,0.0186891643932122,0.0185161388121186,79654.7723916475,1474.89882265146,78917.3229803218,1407600.06706656,0.945996750051031,17.6712584168297
61,0.0199255249023658,0.0197289698622219,78179.873568996,1542.40836947504,77408.6693842585,1328682.74408624,0.943934839996999,16.9952020057136
62,0.0211728882597064,0.0209510907084617,76637.465199521,1605.63848506174,75834.6459569901,1251274.07470198,0.941740291481324,16.3271850320775
63,0.0225228237490576,0.0222720094770629,75031.8267144593,1671.10955566578,74196.2719366264,1175439.42874499,0.939394056433998,15.6658778043381
64,0.0240912853009869,0.0238045442672853,73360.7171587935,1746.3184390863,72487.5579392503,1101243.15680836,0.936877843194485,15.0113466642462
65,0.0260263643026867,0.0256920292462674,71614.3987197072,1839.91922636057,70694.4391065269,1028755.59886911,0.9341766098694,14.3652061214055
66,0.0284939208149972,0.0280936713909885,69774.4794933466,1960.22129836335,68794.3688441649,958061.159762584,0.931281599648896,13.7308248906958
67,0.0315126557009951,0.0310238340012913,67814.2581949833,2103.85828916187,66762.3290504023,889266.790918419,0.928194178270192,13.1132716715938
68,0.0350032472002403,0.0344011708565063,65710.3999058214,2260.51469420952,64580.1425587166,822504.461868017,0.924924297486189,12.5171124060554
69,0.0388254207005525,0.0380860669151475,63449.8852116119,2416.55657392787,62241.6069246479,757924.3193093,0.92148353528436,11.94524334885
70,0.0427565323446327,0.0418616038354387,61033.328637684,2554.95302418886,59755.8521255896,695682.712384652,0.917878862916856,11.3984068690482
71,0.0465160603705895,0.0454587787228664,58478.3756134951,2658.35553708654,57149.1978449519,635926.860259063,0.914104733290325,10.8745643767901
72,0.0500872660501068,0.0488635453520081,55820.0200764086,2727.56408255359,54456.2380351318,578777.662414111,0.910132435950778,10.3686394526884
73,0.0536681776927005,0.0522656759019335,53092.455993855,2774.91309781249,51704.9994449487,524321.424378979,0.905911645228338,9.87562949507675
74,0.0575340990639346,0.0559252933792052,50317.5428960425,2814.02334858192,48910.5312217515,472616.42493403,0.901386826780558,9.39267694192599
75,0.0620449666091413,0.0601780927320601,47503.5195474606,2858.67120442631,46074.1839452474,423705.893712279,0.896511148065625,8.91946318396379
