"Age","lx","dx","qx","Lx","Tx","ex"
25,1e+05,27.9998873183213,0.000279998873183173,99986.0000563408,5411929.64411363,54.1192964411363
26,99972.0001126817,30.9398887965799,0.000309485543569286,99956.5301682834,5311943.64405729,53.134313988617
27,99941.0602238851,34.187424130374,0.000342075860049742,99923.9665118199,5211987.113889,52.150608590836
28,99906.8727997547,37.7744035976066,0.000378096146331414,99887.9855979559,5112063.14737718,51.1682830632022
29,99869.0983961571,41.7359911228123,0.000417906958138907,99848.2304005957,5012175.16177923,50.1874477918797
30,99827.3624050343,46.110923231623,0.000461906656859676,99804.3069434185,4912326.93137863,49.2082212033973
31,99781.2514818027,50.9418563889194,0.00051053535240745,99755.7805536082,4812522.62443521,48.2307302520943
32,99730.3096254138,56.2757445763855,0.000564279252593976,99702.1717531256,4712766.84388161,47.2551109244794
33,99674.0338808374,62.1642489180958,0.000623675459873618,99642.9517563783,4613064.67212848,46.2815087592773
34,99611.8696319193,68.6641810579604,0.0006893172601988,99577.5375413903,4513421.7203721,45.3100793816025
35,99543.2054508613,75.8379818174435,0.00076185995291145,99505.2864599526,4413844.18283071,44.3409890493186
36,99467.3674690439,83.7542363922257,0.000842027275108908,99425.4903508478,4314338.89637076,43.3744152092239
37,99383.6132326517,92.4882269614172,0.000930618478771801,99337.3691191709,4214913.40601991,42.4105470602385
38,99291.1250056902,102.122523051497,0.00102851612413133,99240.0637441645,4115576.03690074,41.4495861202588
39,99189.0024826387,112.747609282495,0.00113669465828363,99132.6286779975,4016335.97315657,40.4917467927915
40,99076.2548733562,124.462549186588,0.00125622985392096,99014.023598763,3917203.34447858,39.5372569288749
41,98951.7923241697,137.375682573896,0.00138830918922474,98883.1044828827,3818189.32087981,38.5863583791518
42,98814.4166415958,151.605352369676,0.00153424325642233,98738.6139654109,3719306.21639693,37.6393075302668
43,98662.8112892261,167.280654886927,0.00169547829319957,98579.1709617826,3620567.60243152,36.6963758190305
44,98495.5306343392,184.542205046484,0.00187360993801424,98403.2595318159,3521988.43146974,35.7578502170315
45,98310.9884292927,203.542905013834,0.00207039831727682,98209.2169767858,3423585.17193792,34.8240336775806
46,98107.4455242788,224.448700977504,0.00228778457922405,97995.2211737901,3325375.95496114,33.8952455360608
47,97882.9968233013,247.439308219065,0.00252790899593883,97759.2771691918,3227380.73378735,32.9718218539367
48,97635.5575150823,272.708879077138,0.00279313076114723,97499.2030755437,3129621.45661815,32.0541156958591
49,97362.8486360051,300.466581730419,0.00308604961686895,97212.6153451399,3032122.25354261,31.1424973285069
