"Age","lx","dx","qx","Lx","Tx","ex"
46,95019.8637093384,428.630006263804,0.00451095160034082,94805.5487062066,2815666.97823881,29.6324038819063
47,94591.2337030746,444.83569332138,0.00470271584275689,94368.8158564139,2720861.42953261,28.764414238147
48,94146.3980097533,491.286486186247,0.00521832482784268,93900.7547666601,2626492.61367619,27.8979617829255
49,93655.111523567,539.070778969501,0.0057559141215037,93385.5761340823,2532591.85890953,27.0416832323374
50,93116.0407445975,586.489132071525,0.00629847583060546,92822.7961785618,2439206.28277545,26.1953393128667
51,92529.551612526,619.274810553252,0.00669272464592181,92219.9142072494,2346383.48659689,25.3582066021733
52,91910.2768019727,670.102652694113,0.00729083488822365,91575.2254756257,2254163.57238964,24.5256966992537
53,91240.1741492786,722.081183063885,0.00791407063606092,90879.1335577467,2162588.34691401,23.702150583095
54,90518.0929662147,802.152306686883,0.00886178973065938,90117.0168128713,2071709.21335627,22.8872388432832
55,89715.9406595279,885.995725059111,0.00987556635471793,89272.9427969983,1981592.1965434,22.087403665125
56,88829.9449344687,957.566338984951,0.0107797695888629,88351.1617649763,1892319.2537464,21.3027178519855
57,87872.3785954838,1000.50628731507,0.0113859019558449,87372.1254518263,1803968.09198142,20.5294100468806
58,86871.8723081687,1115.29863245237,0.0128384320818591,86314.2229919425,1716595.96652959,19.760089438848
59,85756.5736757164,1190.72683987056,0.013884962852798,85161.2102557811,1630281.74353765,19.0105746260627
60,84565.8468358458,1299.37195432052,0.0153652095135143,83916.1608586855,1545120.53328187,18.2712122103048
61,83266.4748815253,1409.6231897485,0.0169290604862782,82561.663286651,1461204.37242319,17.5485316809946
62,81856.8516917768,1505.87862434046,0.018396488421161,81103.9123796065,1378642.70913653,16.8421174360293
63,80350.9730674363,1607.85585653585,0.0200104092726596,79547.0451391684,1297538.79675693,16.1483893377114
64,78743.1172109005,1704.14393711569,0.0216418145163269,77891.0452423426,1217991.75161776,15.4679138286534
65,77038.9732737848,1800.69550804497,0.0233738253707714,76138.6255197623,1140100.70637542,14.7990122132557
66,75238.2777657398,1906.66728325762,0.0253417188680763,74284.944124111,1063962.08085565,14.1412338566332
67,73331.6104824822,2072.90191638863,0.0282675084148576,72295.1595242879,989677.136731543,13.4959143842608
68,71258.7085660936,2180.78121254222,0.0306037150605882,70168.3179598225,917381.977207255,12.8739629957841
69,69077.9273535513,2322.94951858232,0.0336279562456052,67916.4525942602,847213.659247433,12.264607403625
70,66754.977834969,2521.2159312321,0.0377682086490243,65494.369869353,779297.206653173,11.6739939391448
71,64233.7619037369,2634.85019480791,0.0410197085880878,62916.336806333,713802.83678382,11.1125802946673
72,61598.911708929,2790.41270009147,0.0452997077818015,60203.7053588833,650886.499977487,10.566525964827
73,58808.4990088375,2853.59303653264,0.048523480187852,57381.7024905712,590682.794618604,10.0441739642061
74,55954.9059723049,2998.78848410122,0.05359295010853,54455.5117302543,533301.092128032,9.53090855682953
75,52956.1174882037,3086.2233832057,0.0582788831506232,51413.0057966008,478845.580397778,9.04230904964746
76,49869.894104998,3189.74701973884,0.0639613754347066,48275.0205951286,427432.574601177,8.57095412517308
77,46680.1470852591,3120.85146917728,0.066856076170394,45119.7213506705,379157.554006049,8.12245842571008
78,43559.2956160819,3281.92833916593,0.0753439258543533,41918.3314464989,334037.832655378,7.66857746276442
79,40277.3672769159,3289.17017692659,0.0816629884051955,38632.7821884526,292119.501208879,7.25269601661132
80,36988.1970999893,3364.35547504321,0.0909575415624726,35306.0193624677,253486.719020427,6.85317855139524
81,33623.8416249461,3226.41655878095,0.0959562144852363,32010.6333455557,218180.699657959,6.48886888332494
82,30397.4250661652,3201.20587039327,0.105311744775266,28796.8221309685,186170.066312403,6.12453409810773
83,27196.2191957719,3155.0891359498,0.116012049808758,25618.674627797,157373.244181435,5.78658537234841
84,24041.1300598221,2974.64208079906,0.123731375080838,22553.8090194226,131754.569553638,5.48038171357959
85,21066.487979023,2844.26048658982,0.135013510055496,19644.3577357281,109200.760534215,5.18362437265062
86,18222.2274924332,2632.81575717575,0.144483749764897,16905.8196138454,89556.402798487,4.91467921996228
87,15589.4117352575,2340.66930524677,0.150144812709837,14419.0770826341,72650.5831846416,4.66025174127211
88,13248.7424300107,2083.5882198392,0.157266867466568,12206.9483200911,58231.5061020075,4.39524780632032
89,11165.1542101715,1925.5738616615,0.17246280932755,10202.3672793408,46024.5577819164,4.12216051077805
90,9239.58034851002,1694.0308482117,0.183344998832645,8392.56492440417,35822.1905025756,3.87703652670246
