"Edad","Mx","qx","lx","dx","Lx","Tx","P_x1","e_0"
25,0.000828090723744641,0.000827747998525053,1e+05,82.7747998525053,99958.6126000737,5317087.55930117,0.999586126000737,53.1708755930117
26,0.000838192607128118,0.000837841470864706,99917.2252001475,83.7147949264116,99875.3678026843,5217128.9467011,0.981200495292725,52.2145099230938
27,0.000850328983372655,0.000849967607326936,99833.5104052211,84.8552499701746,99791.082780236,5117253.57889842,0.980856258523984,51.2578748170594
28,0.00086582914428388,0.000865454476429509,99748.6551552509,86.3279201219353,99705.4911951899,5017462.49611818,0.98049909365607,50.3010540674347
29,0.000886143981935662,0.000885751530241656,99662.327235129,88.2760588559601,99618.189205701,4917757.00492299,0.980128303645054,49.3441919464788
30,0.000912826365713126,0.000912409929793,99574.051176273,90.8523530429478,99528.6249997515,4818138.81571729,0.979743165612702,48.3874941192046
31,0.000946821749659667,0.000946373726046104,99483.1988232301,94.1482855493256,99436.1246804554,4718610.19071754,0.979342931200928,47.4312270467092
32,0.00098877521701278,0.000988286620354024,99389.0505376807,98.2248688560798,99339.9381032527,4619174.06603708,0.978926819410498,46.4756835994308
33,0.00103950491611074,0.00103896491154413,99290.8256688246,103.159683908154,99239.2458268706,4519834.12793383,0.978494004191429,45.5211657017469
34,0.00110003241242656,0.00109942770936885,99187.6659849165,109.049668411439,99133.1411507108,4420594.88210696,0.978043608898489,44.5679897617432
35,0.00117160729363538,0.00117092136363042,99078.6163165051,116.013268523938,99020.6096822431,4321461.74095625,0.977574705713937,43.6164926562096
36,0.00125566653893467,0.00125487868434749,98962.6030479811,124.186061112454,98900.5100174249,4222441.131274,0.97708631578436,42.6670378630481
37,0.00135388442998205,0.00135296854845605,98838.4169868687,133.725269562417,98771.5543520874,4123540.62125658,0.976577409384134,41.7200188647742
38,0.00146825991186207,0.00146718280901115,98704.6917173062,144.817826856377,98632.282803878,4024769.06690449,0.976046906427227,40.7758638103199
39,0.00160116991475305,0.00159988906763203,98559.8738904499,157.684864744522,98481.0314580776,3926136.78410061,0.975493678975291,39.8350426915577
40,0.00175529469831042,0.00175375551942773,98402.1890257053,172.573382127601,98315.9023346415,3827655.75264254,0.974916556178866,38.8980752414222
41,0.00193185957506006,0.00192999533507611,98229.6156435777,189.582699958425,98134.8242935985,3729339.85030789,0.9743143300526,37.965534384657
42,0.00213036423699005,0.00212809742566582,98040.0329436193,208.638741719508,97935.7135727595,3631205.0260143,0.973685738432904,37.0379825158007
43,0.00234919524921304,0.00234643912738773,97831.3942018998,229.555411242231,97716.6164962787,3533269.31244154,0.973029417818289,36.1159047283916
44,0.00258526732049728,0.00258192983108922,97601.8387906576,252.001099142759,97475.8382410862,3435552.69594526,0.972343852716748,35.1996718352207
45,0.00283396119521512,0.00282995120925942,97349.8376915148,275.495290896311,97212.0900460666,3338076.85770417,0.971627319715943,34.2894958724222
46,0.0030933876480954,0.0030886105132896,97074.3424006185,299.824834509225,96924.4299833639,3240864.7676581,0.970877815523719,33.385389872468
47,0.00336492664264609,0.00335927478603234,96774.5175661093,325.092196790275,96611.9714677141,3143940.33767474,0.970093034750906,32.4872747159605
48,0.00365071896980841,0.00364406723711352,96449.425369319,351.468191026761,96273.6912738056,3047328.36620703,0.969270418299614,31.5950909457299
49,0.00395369801116276,0.00394589756748036,96097.9571782922,379.192695469655,95908.3608305574,2951054.67493322,0.968407181732884,30.7088179768283
50,0.00427761246135981,0.00426848300331676,95718.7644828226,408.573919293408,95514.4775231759,2855146.31410266,0.967500310433006,29.8284910960697
51,0.00462548934379109,0.00461481645163081,95310.1905635292,439.839035420642,95090.2710458189,2759631.83657949,0.966546555932565,28.9542159160835
52,0.00499946741532604,0.00498700124022569,94870.3515281085,473.118560731324,94633.7922477429,2664541.56553367,0.965542406858271,28.0861356853327
53,0.00540190876088014,0.00538735775335721,94397.2329673772,508.551664922266,94142.9571349161,2569907.77328592,0.964484024767394,27.2243972889974
54,0.00583546983334725,0.00581849301312045,93888.6813024549,546.290636169427,93615.5359843702,2475764.81615101,0.96336718456844,26.3691510180607
55,0.00630328178596601,0.00628347851811813,93342.3906662855,586.514906581395,93049.1332129948,2382149.28016664,0.962187225792347,25.5205514146645
56,0.00681169230357082,0.00678857147354154,92755.8757597041,629.679892185691,92441.0358136113,2289100.14695364,0.960938999924268,24.6787616224319
57,0.00737110740123983,0.00734404054543012,92126.1958675184,676.578517747292,91787.9066086448,2196659.11114003,0.959616866943706,23.8440227608977
58,0.00799460977822002,0.00796278011832215,91449.6173497711,728.193194860926,91085.5207523407,2104871.20453139,0.958214769809682,23.0167305838011
59,0.00869853292441068,0.00866086451683391,90721.4241549102,785.7259633799,90328.5611732203,2013785.68377905,0.956726321042233,22.1974655109077
60,0.00950303662853679,0.00945809631069839,89935.6981915303,850.620495265397,89510.3879438976,1923457.12260583,0.955144898535722,21.3870260784495
61,0.0104263378822465,0.0103722655098415,89085.0776962649,924.014078830516,88623.0706568497,1833946.73466193,0.953463798650925,20.5864638847233
62,0.0114829541903256,0.0114174014414631,88161.0636174344,1006.57025482662,87657.7784900211,1745323.66400508,0.951676311540648,19.7969896504281
63,0.012688662456112,0.0126086688843647,87154.4933626078,1098.90214859368,86605.042288311,1657665.88551506,0.949775631707836,19.0198556787923
64,0.0140606811575398,0.0139625198873936,86055.5912140141,1201.55290374708,85454.8147621406,1571060.84322675,0.947754826201661,18.2563482635269
65,0.0156173573501155,0.0154963513220061,84854.038310267,1314.92798874687,84196.5743158936,1485606.02846461,0.945606934874255,17.5077822817639
66,0.0173725564266896,0.0172229530647141,83539.1103215202,1438.79017613552,82819.7152334524,1401409.45414871,0.94332509918332,16.7754893337391
