"Edad","Mx","qx","lx","dx","Lx","Tx","P_x1","e_0"
25,0.00348130956495975,0.00347526033643478,1e+05,347.526033643478,99826.2369831783,4724326.40695797,0.998262369831783,47.2432640695797
26,0.00294022317914525,0.00293590706813847,99652.4739663565,292.570402675311,99506.1887650189,4624500.16997479,0.978869741761248,46.4062755886628
27,0.00297124104747334,0.00296683345879644,99359.9035636812,294.784286355517,99212.5114205035,4524993.98120977,0.978482822984616,45.5414490042216
28,0.0029183946635069,0.00291414235475849,99065.1192773257,288.689859965256,98920.7743473431,4425781.46978927,0.97807455394803,44.6754771212621
29,0.00276551139658326,0.00276169265033408,98776.4294173604,272.790139148167,98640.0343477864,4326860.69544192,0.977648970012961,43.8045869947335
30,0.00285085420815428,0.00284679630753773,98503.6392782123,280.419796576243,98363.4293799241,4228220.66109414,0.977202863394309,42.9245121507847
31,0.00316516864791727,0.00316016741650283,98223.219481636,310.401817749872,98068.0185727611,4129857.23171421,0.976736448434441,42.0456308957205
32,0.00295314345714661,0.00294878935814685,97912.8176638862,288.72427475344,97768.4555265094,4031789.21314145,0.976253896183221,41.177338262103
33,0.00294843664289632,0.00294409640204033,97624.0933891327,287.414742099395,97480.386018083,3934020.75761494,0.975750603427422,40.2976419144177
34,0.0033892212493902,0.00338348755543024,97336.6786470333,329.33744088915,97172.0099265887,3836540.37159686,0.975221181578823,39.4151559815298
35,0.00328627389121119,0.00328088295121983,97007.3412061442,318.269731906403,96848.206340191,3739368.36167027,0.974671969922177,38.547271940213
36,0.0034537305562879,0.00344777671039992,96689.0714742378,333.36232877907,96522.3903098482,3642520.15533008,0.97410038354795,37.6725114823407
37,0.0038198139204933,0.00381253233844394,96355.7091454587,367.35925711076,96172.0295169033,3545997.76502023,0.973501206254519,36.8011174062057
38,0.00336807945717376,0.00336241701333922,95988.3498883479,322.752860746939,95826.9734579745,3449825.73550333,0.972878711186567,35.9400462609901
39,0.00356434649464093,0.00355800551240291,95665.597027601,340.378721571519,95495.4076668152,3353998.76204535,0.972222662590812,35.0596125070716
40,0.00402073587052725,0.0040126689295764,95325.2183060295,382.508541701692,95133.9640351786,3258503.35437854,0.971527894181875,34.1830148651486
41,0.00458407871198569,0.0045735958502984,94942.7097643278,434.229583394215,94725.5949726307,3163369.39034336,0.970804398925248,33.318718184847
42,0.00368168257125325,0.00367491763115654,94508.4801809336,347.310880110721,94334.8247408782,3068643.79537073,0.970055474627214,32.4695073870187
43,0.00453265044814341,0.00452240121619377,94161.1693008228,425.834586564269,93948.2520075407,2974308.97062985,0.969258463662942,31.587426034692
44,0.0052123340283112,0.00519878512600213,93735.3347142586,487.309863893319,93491.6797823119,2880360.71862231,0.968413418735161,30.7286545399636
45,0.00616108435084575,0.00614216315818862,93248.0248503653,572.74458280977,92961.6525589604,2786869.03884,0.967541676576179,29.8866280901078
46,0.00510293418715762,0.0050899473539759,92675.2802675555,471.712297576819,92439.4241187671,2693907.38628104,0.966642977741913,29.0682410509433
47,0.0057343833626424,0.00571798879274197,92203.5679699787,527.21896830316,91939.9584858271,2601467.96216227,0.965685745326835,28.2143958139375
48,0.00606572481572482,0.00604738393233054,91676.3490016755,554.402079927459,91399.1479617118,2509528.00367644,0.964658431384483,27.3737777627966
49,0.00662599044753044,0.00660411105913431,91121.9469217481,601.779457395766,90821.0571930502,2418128.85571473,0.963579148019941,26.5372825911119
50,0.00752127367554214,0.00749309486695654,90520.1674643523,678.276202183185,90181.0293632607,2327307.79852168,0.962441597362186,25.710378843899
51,0.00836909218174625,0.00833421726546755,89841.8912621691,748.761841319428,89467.5103415094,2237126.76915842,0.961250922881561,24.9007087643583
52,0.0071904726237735,0.00716471378461079,89093.1294208497,638.326772475675,88773.9660346118,2147659.25881691,0.960007849543919,24.1057786697782
53,0.00968838346939424,0.00964167733573585,88454.802648374,852.852665931815,88028.3763154081,2058885.2927823,0.958664780891027,23.2761278205186
54,0.0105617831918616,0.0105063005575429,87601.9499824422,920.372415942382,87141.763774471,1970856.91646689,0.957244642708361,22.4978658221866
55,0.0115879679422683,0.0115212142117972,86681.5775664998,998.677023360156,86182.2390548197,1883715.15269242,0.955784834989093,21.7314359703166
56,0.0115158095614122,0.0114498822297828,85682.9005431397,981.05912032514,85192.3709829771,1797532.9136376,0.954248794499721,20.9788989663413
57,0.0131174203585193,0.0130319475911973,84701.8414228145,1103.82995830002,84149.9264436645,1712340.54265462,0.952605946552279,20.2160958237846
58,0.0137340833017012,0.0136404140105559,83598.0114645145,1140.31148683518,83027.8557210969,1628190.61621096,0.950856780910409,19.4764275810805
59,0.0154262319052493,0.01530815830522,82457.6999776793,1262.27552474265,81826.562215308,1545162.76048986,0.949006059306302,18.7388535080183
60,0.0177029360967185,0.017547613952493,81195.4244529367,1424.78596300895,80483.0314714322,1463336.19827455,0.9470434026061,18.0223972980491
61,0.0199915420399062,0.0197936888584371,79770.6384899277,1578.95519830849,78981.1608907735,1382853.16680312,0.945000313963168,17.3353654048755
62,0.0184070133840826,0.0182391492518857,78191.6832916192,1426.14978181202,77478.6084007132,1303872.00591235,0.942885359930612,16.6753285135134
