"Edad","esc_bajo","esc_medio","esc_alto","NA","alta","baja","media","mx_bajo","mx_medio","mx_alto","mx_st","esc_totales","totales","prop_alto","prop_medio","prop_bajo","mx_bajo_1","mx_bajo_2","mx_bajo_3","mx_medio_1","mx_medio_2","mx_medio_3","mx_alto_1","mx_alto_2","mx_alto_3","mx_st_1","mx_st_2","mx_st_3"
52,34368,53271,24246,3159,49,150,351,0.0043645251396648,0.00658895083628991,0.00202095190959334,0.00491576171962283,111885,550,0.216704652098136,0.476122804665505,0.307172543236359,0.00450512476002366,0.00452352628074377,0.0045303514886432,0.00644677188034923,0.00644990110164668,0.0064458410501808,0.00193096009274533,0.00190771263703029,0.00191146649661395,0.00487486006545697,0.00487503451770519,0.00487582158244835
53,34619,51290,23214,3163,52,167,351,0.00482394061064733,0.00684343926691363,0.00224002756957009,0.005223463431174,109123,570,0.21273242121276,0.470020069096341,0.317247509690899,0.00473546229908851,0.00477883601132401,0.00480179355200678,0.00704047338736059,0.00705401290209087,0.00707605260622539,0.00208416463199868,0.00206194121561016,0.00204929402324823,0.00525661859380915,0.00527263468659855,0.005287603143897
54,36270,51632,23098,3201,46,182,397,0.00501792114695341,0.00768903005887822,0.00199151441683263,0.00563063063063063,111000,625,0.20809009009009,0.465153153153153,0.326756756756757,0.00509592097485985,0.00510301836395255,0.00511824816213691,0.00767479343856278,0.00772424381493864,0.00775304001899622,0.00217069892208645,0.00217822821710425,0.00219859775917527,0.00568642540052951,0.00571514022738725,0.00573802061295949
55,34705,48399,21486,2953,49,189,411,0.00544590116697882,0.00849191098989649,0.00228055477985665,0.00620518213978392,104590,649,0.20543072951525,0.462749784874271,0.331819485610479,0.00547767181790927,0.00547289011113419,0.00549049246485935,0.00845746461889254,0.00848086333995916,0.00850536745155978,0.00227982109722762,0.0023556238448114,0.00238886837300265,0.00620237668782308,0.00622628692489267,0.00625117273471365
56,34343,46565,20254,3052,52,205,428,0.00596919313979559,0.00919145280790293,0.00256739409499358,0.0067713172930547,101162,685,0.200213518910263,0.460301298906704,0.339485182183033,0.00584507754063344,0.0058955689194913,0.00592720557808099,0.00931033196242217,0.00931099519978154,0.00931367569474763,0.00261635151512014,0.0026327530570923,0.00267592090683782,0.0067900586863254,0.00681209105186103,0.00683181819516525
57,32679,43815,18993,2973,57,200,449,0.00612013831512592,0.0102476320894671,0.00300110567051019,0.00739367662613759,95487,706,0.198906657450752,0.458858273901159,0.342235068648088,0.00636395739993118,0.00641315770361747,0.00650224323386859,0.0101651890180299,0.0101491685445022,0.0101158248913245,0.00300208655892913,0.00303938581860977,0.00303311751651364,0.0074438377814346,0.00745707660874205,0.00747091800573984
58,32274,42509,18035,2948,62,226,470,0.00700254074487203,0.0110564821567198,0.00343775991128362,0.00816651942511151,92818,758,0.194304983947079,0.457982287918292,0.347712728134629,0.00703043817028778,0.00719800307849699,0.00727379601193846,0.0109719846530545,0.0108873109296899,0.0108776207573234,0.00349971938178005,0.00342721367383885,0.00341418503868674,0.00813733335846614,0.00814358635661643,0.00816039226751244
59,31373,41251,17979,2820,73,250,479,0.00796863545086539,0.0116118397129767,0.00406029256354636,0.00885180402414931,90603,802,0.198437137843118,0.455293974813196,0.346268887343686,0.00819961366527201,0.00821022725370091,0.00826182410496405,0.0115247591179852,0.0115963827977781,0.0116507913866658,0.00377983508080736,0.00377595562361158,0.00372919649487389,0.00884958792994855,0.00888051383717884,0.00891084701440684
60,30537,39896,17181,2951,66,294,475,0.00962766480007859,0.0119059554842591,0.00384145276759211,0.00953044034058484,87614,835,0.196098796995914,0.455361015362842,0.348540187641245,0.00940062992554295,0.00937724198269423,0.00931118646261938,0.0122924046222945,0.0124686804325294,0.0125817039631673,0.00404831240824734,0.00398442018717123,0.00399854316374732,0.00965462022312182,0.00970844084942526,0.00972992733480263
61,28947,35780,15790,2781,67,307,478,0.0106055895256849,0.0133594186696478,0.00424319189360355,0.0105816163046313,80517,852,0.196107654284188,0.444378205844728,0.359514139871083,0.0105314823572677,0.010346090151463,0.0102846384603531,0.0135888775573084,0.0136800486591945,0.0138426420082817,0.00412511307245898,0.00423525368045914,0.00426938425000757,0.0106211143952054,0.0106008273178038,0.0106425529643381
62,27902,32578,14916,2705,64,317,505,0.0113611927460397,0.0155012585180183,0.00429069455618128,0.0117512865404,75396,886,0.197835428935222,0.432091888163828,0.37007268290095,0.0111061581715783,0.011130583246902,0.0111265922417155,0.0151588637979806,0.0153791969331213,0.015406047946643,0.00453233556067109,0.00458847888239236,0.00467711138268867,0.0115267473350842,0.0116183907257853,0.0116352345453515
63,28542,30212,14813,2745,75,324,502,0.0113516922430103,0.0166159142062757,0.00506312023222845,0.0122473391602213,73567,901,0.201353867902728,0.410673263827531,0.387972868269741,0.01175410921186,0.0119031033267814,0.0120109294503824,0.017389849444075,0.0171588982476132,0.0172367477757802,0.00510798801404702,0.00520760158521451,0.00523522941292795,0.0127073104470662,0.0126864855924653,0.0127567834542394
