"Edad","esc_bajo","esc_medio","esc_alto","NA","alta","baja","media","mx_bajo","mx_medio","mx_alto","mx_st","esc_totales","totales","prop_alto","prop_medio","prop_bajo","mx_bajo_1","mx_bajo_2","mx_bajo_3","mx_medio_1","mx_medio_2","mx_medio_3","mx_alto_1","mx_alto_2","mx_alto_3","mx_st_1","mx_st_2","mx_st_3"
89,7689,3957,1015,2377,61,1089,528,0.152961373390558,0.144109173616376,0.0649064039408867,0.143135613300687,12661,1678,0.0801674433299108,0.31253455493247,0.607298001737619,0.15947251238816,0.160872727463613,0.161365833004529,0.145745684236707,0.145247146982432,0.145770192303028,0.0640747763577771,0.0635707175014677,0.0635298742662949,0.147474736533447,0.14797735830618,0.148418764759796
90,5992,3046,801,1913,55,1012,465,0.182403204272363,0.164871963230466,0.0741573033707865,0.168163431243013,9839,1532,0.0814107124707796,0.309584307348308,0.609004980180913,0.184910756434775,0.183725932289744,0.184637014921409,0.161892355538466,0.162929524675496,0.163577278180578,0.0681888886305183,0.0694597098113795,0.069108594780914,0.167874040488926,0.167697261578141,0.168377086140022
91,4618,2506,676,1608,41,938,410,0.219367691641403,0.176695929768555,0.0655029585798817,0.192323076923077,7800,1389,0.0866666666666667,0.321282051282051,0.592051282051282,0.206794528046299,0.20931238501087,0.208223334583018,0.181150534251316,0.182555162883806,0.182981009914223,0.0761154644458432,0.0742953570298949,0.0755578562043815,0.18774300771205,0.189456638535746,0.189101373233275
92,4051,2081,548,1596,45,820,389,0.21861268822513,0.201883709754926,0.0886861313868613,0.20274251497006,6680,1254,0.0820359281437126,0.311526946107784,0.606437125748503,0.236231870551537,0.231631686448438,0.233319363042194,0.204622598861637,0.203458342183365,0.204460467699805,0.0785817180133232,0.0829185017718701,0.0826441501765337,0.212752867406264,0.210150219585937,0.211424203708617
93,3020,1579,437,1139,33,757,344,0.270715231788079,0.235288157061431,0.0815560640732266,0.243193010325655,5036,1134,0.0867752184273233,0.313542494042891,0.599682287529786,0.251868660747478,0.259014017667274,0.257361620383321,0.224601893437143,0.227367898032245,0.227337125850946,0.0940583228564439,0.0907185917278363,0.0914050112420252,0.229954783639497,0.234665753004169,0.233769867501417
94,2539,1319,357,1028,37,626,289,0.266278062229224,0.236633813495072,0.111932773109244,0.243928825622776,4215,952,0.0846975088967972,0.312930011862396,0.602372479240807,0.288941521702806,0.281439157034252,0.283962119197137,0.252879201797953,0.251185137337228,0.253630603291182,0.0995157343137417,0.100577940226369,0.100889129790952,0.261289607966746,0.256493629914146,0.258784444564164
95,1778,953,257,772,25,543,253,0.329831271091114,0.286715634837356,0.105058365758755,0.296746987951807,2988,821,0.0860107095046854,0.318942436412316,0.595046854082999,0.303507288652471,0.311433182889886,0.310251206456316,0.276074316776588,0.282338774504073,0.283805026493576,0.108159763508922,0.111370857418652,0.112706761117517,0.278236498136195,0.285193950774177,0.285129907719462
96,1532,751,211,676,21,446,212,0.314412532637076,0.304873501997337,0.107488151658768,0.294033680834002,2494,679,0.0846030473135525,0.30112269446672,0.614274258219727,0.341850738314381,0.337881279444809,0.338574786811032,0.318062804937677,0.317891167639426,0.318629829989137,0.126437074433292,0.126171485707529,0.127013127895268,0.316055746219589,0.313702142470064,0.314362494741123
97,963,554,136,438,21,340,186,0.381308411214953,0.362599277978339,0.166764705882353,0.357386569872958,1653,547,0.0822746521476104,0.335148215366001,0.582577132486388,0.368285811367575,0.366409898098402,0.362581999991429,0.359536381204013,0.355659547823911,0.352481947992218,0.143917619180374,0.143497040559622,0.141097990578184,0.346814183054407,0.344191390979128,0.340673567513775
98,718,352,96,327,14,272,134,0.409136490250696,0.411136363636364,0.1575,0.389022298456261,1166,420,0.0823327615780446,0.30188679245283,0.615780445969125,0.38909314461325,0.383454822431075,0.380301349497434,0.389379457330043,0.383895128513317,0.378543059501733,0.160136428065202,0.153625445467401,0.151867281545979,0.369704243663388,0.364127169092132,0.360367407394085
99,556,293,83,222,12,194,107,0.376834532374101,0.394402730375427,0.156144578313253,0.362703862660944,932,313,0.0890557939914163,0.314377682403434,0.59656652360515,0.392985511312399,0.391039327962824,0.387247075196949,0.402769547005895,0.396074502167969,0.389984815340643,0.156822289156627,0.158479358610914,0.156052402039157,0.375863080558603,0.372783662110995,0.368455415601564
