"Edad","esc_bajo","esc_medio","esc_alto","alta","baja","media","mx_bajo","mx_medio","mx_alto","mx_st","esc_totales","totales","prop_alto","prop_medio","prop_bajo","mx_bajo_1","mx_bajo_2","mx_bajo_3","mx_medio_1","mx_medio_2","mx_medio_3","mx_alto_1","mx_alto_2","mx_alto_3","mx_st_1","mx_st_2","mx_st_3"
62,32975,18810,5991,14,357,108,0.0108263836239575,0.00574162679425837,0.00233683859122016,0.00829063971199114,57776,479,0.103693575186929,0.325567709775685,0.570738715037386,0.0116102639046389,0.0114084737481477,0.0113948498238004,0.00613524871454214,0.00608342998311251,0.00608551443256374,0.00276048367407523,0.00267694494025288,0.00268343810586141,0.00891747135697296,0.00878004103936952,0.00877607827057435
63,29948,15254,4630,16,350,98,0.0116869240016028,0.00642454438180149,0.00345572354211663,0.00931128592069353,49832,464,0.0929121849414031,0.3061085246428,0.600979290415797,0.0118391156758151,0.0119151183311491,0.0119989675195125,0.006605797013453,0.00651226077709645,0.00651691860268723,0.00305861302624035,0.00302386459020182,0.00297893602301203,0.00937995262033792,0.00937082567868876,0.00941249771921958
64,28222,13854,4138,14,367,106,0.0130040394018851,0.00765121986429912,0.00338327694538424,0.0105379322283291,46214,487,0.0895399662439953,0.299779287661747,0.610680746094257,0.0122959754129933,0.0126733104792406,0.0127667991711246,0.00679573660329421,0.00695506504785274,0.00695613057898501,0.00325249707028988,0.0032359985385814,0.00321684375964122,0.00981505305875542,0.0100866264396005,0.010130177638155
65,33123,16478,4797,14,404,104,0.012196962835492,0.00631144556378201,0.00291849072336877,0.00959594102724365,54398,522,0.0881833890951873,0.302915548365749,0.608901062539064,0.0138848403489135,0.0137119687029842,0.0139688893610478,0.00746366152681101,0.00740106591200584,0.00750341582170358,0.00339688551921397,0.00339066815014043,0.00340667191119955,0.011064873639708,0.0109330807961757,0.011112464994553
66,26742,12458,3600,14,440,105,0.0164535188093635,0.0084283191523519,0.00388888888888889,0.0130607476635514,42800,559,0.0841121495327103,0.29107476635514,0.62481308411215,0.0149550903470458,0.0155213889009187,0.0156123544214272,0.0079437996059123,0.00815411650525217,0.00819083419938303,0.00352262186091744,0.00359334904487683,0.00365475690448874,0.0119193156900635,0.0123176877478828,0.0123769013932688
67,26519,12539,3457,13,430,114,0.0162147893962819,0.009091634101603,0.00376048597049465,0.0131012583793955,42515,557,0.0813124779489592,0.294931200752676,0.623756321298365,0.0177242360067967,0.0176037056603788,0.0177612325245985,0.00905488838303319,0.00901732018089108,0.00898205749370265,0.00386053975449909,0.00398025351844896,0.00398483383847706,0.0139688739138767,0.0138799356357479,0.0139489535641135
68,23751,12131,3306,13,487,117,0.0205043998147446,0.00964471189514467,0.00393224440411373,0.0157446156986833,39188,617,0.0843625599673369,0.309559048688374,0.606078391344289,0.020131790627294,0.020158603012498,0.0201674379979221,0.0100532725537277,0.00977473579496471,0.00977872369536575,0.00455759893993037,0.00438089895210539,0.00446166871545965,0.0157516173033034,0.0156492373087098,0.0156712305525951
69,21963,11205,3010,18,520,128,0.0236761826708555,0.0114234716644355,0.00598006644518272,0.0184089778318315,36178,666,0.0831997346453646,0.30971861352203,0.607081651832605,0.0226197824034034,0.0227400053208895,0.022525183324731,0.0102160464481332,0.0105441151102415,0.0104682701833107,0.0047245581618867,0.0050238536758246,0.00494292612505897,0.0172272207089494,0.0174845187133277,0.0173477388128001
70,25128,13570,3520,15,595,130,0.02367876472461,0.00957995578481946,0.00426136363636364,0.0175280685963333,42218,740,0.0833767587285044,0.321426879530058,0.595196361741437,0.0254684429319711,0.0246769416408056,0.0246686118368957,0.0113630263288634,0.011085959644726,0.0112782702387657,0.00578940392565674,0.00542402574724692,0.00552267394250709,0.0194747181277302,0.0189094604163627,0.0190232983024125
71,21893,10928,2666,19,636,143,0.0290503814004476,0.0130856515373353,0.00712678169542386,0.0224871079550258,35487,798,0.0751261025164145,0.307943754050779,0.616930143432806,0.0259425995870424,0.0265888885489921,0.0263774853812047,0.0116788061571813,0.0122047359613298,0.0122032454451877,0.00575811515419731,0.00612014240444976,0.00606230826203517,0.0200264424124085,0.0206759157775473,0.020562092212296
72,28129,12772,3058,18,706,158,0.0250986526360695,0.0123708111493893,0.00588620013080445,0.0200641506858664,43959,882,0.0695648217657363,0.290543460952251,0.639891717282013,0.0283556231279627,0.0278666259538164,0.0283131016693421,0.0135723753979445,0.0133190407295072,0.0134472823912853,0.00681290813349524,0.00664275663440882,0.00680725975708397,0.0225265867925032,0.0221009004429779,0.022414504226398
73,24743,10550,2424,18,765,161,0.030917835347371,0.015260663507109,0.00742574257425743,0.0250285017366174,37717,944,0.0642681019169075,0.279714717501392,0.656017180581701,0.0293016551464442,0.030483790505218,0.030635984236219,0.0147059406333957,0.0148180704830189,0.0147763735241515,0.00735724661553392,0.00765888023239331,0.00765973527072733,0.023749672124022,0.0244666964586688,0.0245133628692604
74,22955,9705,2169,19,732,160,0.031888477455892,0.0164863472436888,0.00875979714153988,0.0261563639495822,34829,911,0.0622756897987309,0.278647104424474,0.659077205776795,0.033794093241247,0.0335575362496226,0.0340953748642403,0.0161758954177164,0.0161920093599285,0.0163678923885437,0.00880648594815076,0.00867756894537985,0.00870084654812839,0.0271238304594811,0.0269724917061346,0.0273596546093829
75,19831,9356,2052,21,765,157,0.038575966920478,0.0167806755023514,0.010233918128655,0.0301866256922437,31239,943,0.0656871218668972,0.299497423092929,0.634815455040174,0.0375768603611767,0.0382447978378804,0.0381550147663711,0.0176941920286734,0.0180935973226837,0.0181731816900347,0.00986897427245489,0.009766090466612,0.0098336687582229,0.0300439725349005,0.0306397756633454,0.030655667331711
76,17863,8024,1696,18,755,159,0.04226613670716,0.0198155533399801,0.0106132075471698,0.0337889279628757,27583,932,0.0614871478809412,0.290903817568792,0.647609034550266,0.0433634399112174,0.0426627102116103,0.0431122862303442,0.0204107045216614,0.0202339383874917,0.0205321889437241,0.0106228111792304,0.0110573468626769,0.0111374123735832,0.0347515239956547,0.0343547346256529,0.0347672148411827
